candidate_id,rank,final_score,semantic_score,experience_score,behavioral_score,context_score,explanation
CID-0342,190,0.5133,0.2329,0.8641,0.4254,0.7937,"Limited direct skill match with JD. 10y experience (exceeds requirement, strong seniority)."
CID-0398,191,0.5133,0.1145,0.7992,0.7186,0.8263,"Limited direct skill match with JD. 12y experience (exceeds requirement, strong seniority). highly active profile with recent updates. location match (Pune)."
CID-0480,192,0.5132,0.1254,0.9054,0.6861,0.6629,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0222,193,0.5127,0.2656,0.7425,0.7158,0.5181,Limited direct skill match with JD. 4y experience (below 5-8y target range). highly active profile with recent updates.
CID-0091,194,0.5126,0.1515,0.9828,0.5552,0.6352,Limited direct skill match with JD. 5y experience matches the 5-8y requirement.
CID-0439,195,0.5125,0.0716,0.9972,0.7685,0.5391,Limited direct skill match with JD. 7y experience matches the 5-8y requirement. highly active profile with recent updates.
CID-0010,196,0.5119,0.1557,0.6756,0.9309,0.63,"Limited direct skill match with JD. 19y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0082,197,0.5119,0.2601,0.7651,0.5652,0.6902,"Limited direct skill match with JD. 9y experience (exceeds requirement, strong seniority)."
CID-0245,198,0.5114,0.1843,1.0,0.4342,0.672,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0040,199,0.5113,0.1565,0.9027,0.7298,0.514,Limited direct skill match with JD. 8y experience matches the 5-8y requirement. highly active profile with recent updates.
CID-0368,200,0.5106,0.2929,0.5678,0.7351,0.6962,Limited direct skill match with JD. 2y experience (below 5-8y target range). highly active profile with recent updates. location match (Bengaluru).
CID-0075,201,0.5101,0.2294,0.8812,0.6009,0.5189,Limited direct skill match with JD. 5y experience matches the 5-8y requirement.
CID-0473,202,0.51,0.0986,0.5707,0.9957,0.8586,"Limited direct skill match with JD. 14y experience (exceeds requirement, strong seniority). highly active profile with recent updates. location match (Pune)."
CID-0173,203,0.5089,0.0835,1.0,0.6556,0.6289,Limited direct skill match with JD. 8y experience matches the 5-8y requirement.
CID-0332,204,0.5086,0.0605,0.7495,0.9915,0.6583,"Limited direct skill match with JD. 12y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0149,205,0.5085,0.1655,0.7348,0.8918,0.5347,"Limited direct skill match with JD. 20y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0046,206,0.5081,0.0519,0.9703,0.7371,0.6491,Limited direct skill match with JD. 6y experience matches the 5-8y requirement. highly active profile with recent updates.
CID-0287,207,0.5077,0.1436,1.0,0.4203,0.7745,Limited direct skill match with JD. 7y experience matches the 5-8y requirement.
CID-0488,208,0.5071,0.1237,0.7282,0.7245,0.8713,"Limited direct skill match with JD. 11y experience (exceeds requirement, strong seniority). highly active profile with recent updates. location match (Hyderabad)."
CID-0029,209,0.5066,0.1918,0.58,0.8025,0.8289,"Limited direct skill match with JD. 15y experience (exceeds requirement, strong seniority). highly active profile with recent updates. location match (Remote — India)."
CID-0375,210,0.5063,0.2316,0.7729,0.5945,0.6772,"Limited direct skill match with JD. 9y experience (exceeds requirement, strong seniority)."
CID-0259,211,0.5062,0.0156,0.9961,0.8772,0.5033,Limited direct skill match with JD. 5y experience matches the 5-8y requirement. highly active profile with recent updates.
CID-0447,212,0.5062,0.0879,1.0,0.7439,0.482,Limited direct skill match with JD. 6y experience matches the 5-8y requirement. highly active profile with recent updates.
CID-0462,213,0.5062,0.1686,0.9853,0.5852,0.5026,Limited direct skill match with JD. 5y experience matches the 5-8y requirement.
CID-0206,214,0.5059,0.225,0.7417,0.6889,0.6182,"Limited direct skill match with JD. 11y experience (exceeds requirement, strong seniority)."
CID-0436,215,0.5056,0.1614,0.7849,0.7228,0.6684,"Limited direct skill match with JD. 12y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0428,216,0.5055,0.1869,1.0,0.5332,0.4937,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0122,217,0.5052,0.1252,0.9606,0.575,0.6662,Limited direct skill match with JD. 5y experience matches the 5-8y requirement.
CID-0097,218,0.5048,0.1504,0.7696,0.7626,0.665,"Limited direct skill match with JD. 12y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0034,219,0.5043,0.2118,0.9664,0.3938,0.6618,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0455,220,0.5039,0.1577,0.786,0.6253,0.7953,"Limited direct skill match with JD. 10y experience (exceeds requirement, strong seniority)."
CID-0492,221,0.5039,0.0469,0.8578,0.7215,0.8426,Limited direct skill match with JD. 8y experience matches the 5-8y requirement. highly active profile with recent updates. location match (Remote — India).
CID-0100,222,0.5037,0.1418,0.8912,0.6474,0.6315,Limited direct skill match with JD. 5y experience matches the 5-8y requirement.
CID-0049,223,0.5035,0.1134,1.0,0.5428,0.6639,Limited direct skill match with JD. 5y experience matches the 5-8y requirement.
CID-0164,224,0.5035,0.1474,0.8718,0.6589,0.6318,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0103,225,0.5031,0.0962,0.5666,1.0,0.8197,"Limited direct skill match with JD. 14y experience (exceeds requirement, strong seniority). highly active profile with recent updates. location match (Pune)."
CID-0141,226,0.5029,0.1719,0.8884,0.6857,0.4993,Limited direct skill match with JD. 7y experience matches the 5-8y requirement.
CID-0201,227,0.5028,0.1938,0.7765,0.6969,0.6116,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0160,228,0.5026,0.199,0.763,0.5264,0.8466,Limited direct skill match with JD. 3y experience (below 5-8y target range). location match (Bengaluru).
CID-0235,229,0.5026,0.1339,0.6915,0.7535,0.8365,"Limited direct skill match with JD. 14y experience (exceeds requirement, strong seniority). highly active profile with recent updates. location match (Bengaluru)."
CID-0460,230,0.5024,0.0976,0.8815,0.7006,0.6856,Limited direct skill match with JD. 6y experience matches the 5-8y requirement. highly active profile with recent updates.
CID-0284,231,0.5021,0.0763,0.7619,0.8197,0.7811,"Limited direct skill match with JD. 12y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0370,232,0.5021,0.134,0.752,0.7943,0.6777,"Limited direct skill match with JD. 11y experience (exceeds requirement, strong seniority). highly active profile with recent updates. location match (Pune)."
CID-0089,233,0.5018,0.2063,0.5763,0.8903,0.6477,"Limited direct skill match with JD. 19y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0434,234,0.5018,0.2081,0.6905,0.8579,0.4954,"Limited direct skill match with JD. 14y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0416,235,0.5008,0.155,0.7571,0.7561,0.6551,Limited direct skill match with JD. 4y experience (below 5-8y target range). highly active profile with recent updates.
CID-0196,236,0.5007,0.1779,0.7396,0.753,0.6267,"Limited direct skill match with JD. 12y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0392,237,0.5006,0.1313,0.6999,0.8822,0.6445,"Limited direct skill match with JD. 17y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0276,238,0.4996,0.1455,1.0,0.3021,0.8735,Limited direct skill match with JD. 8y experience matches the 5-8y requirement. location match (Remote — India).
CID-0198,239,0.4994,0.0523,0.8738,0.821,0.6388,"Limited direct skill match with JD. 9y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0088,240,0.4993,0.1733,0.8643,0.6966,0.4971,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0450,241,0.4988,0.1253,0.8623,0.5434,0.8297,Limited direct skill match with JD. 8y experience matches the 5-8y requirement.
CID-0297,242,0.4985,0.1371,0.701,0.831,0.6811,"Limited direct skill match with JD. 15y experience (exceeds requirement, strong seniority). highly active profile with recent updates. location match (Remote — India)."
CID-0249,243,0.498,0.0,1.0,0.6409,0.7985,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0214,244,0.4978,0.1572,0.7118,0.9347,0.4671,"Limited direct skill match with JD. 18y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0420,245,0.4976,0.1586,0.9944,0.5546,0.4974,Limited direct skill match with JD. 8y experience matches the 5-8y requirement.
CID-0265,246,0.4975,0.1441,0.8827,0.7369,0.4786,Limited direct skill match with JD. 8y experience matches the 5-8y requirement. highly active profile with recent updates.
CID-0043,247,0.4972,0.1234,0.7704,0.6839,0.7897,"Limited direct skill match with JD. 11y experience (exceeds requirement, strong seniority)."
CID-0411,248,0.4968,0.1525,0.775,0.7156,0.6595,Limited direct skill match with JD. 3y experience (below 5-8y target range). highly active profile with recent updates.
CID-0500,249,0.4967,0.0447,0.9828,0.6667,0.6653,Limited direct skill match with JD. 8y experience matches the 5-8y requirement.
CID-0498,250,0.4961,0.1876,1.0,0.4742,0.5082,Limited direct skill match with JD. 7y experience matches the 5-8y requirement.
CID-0311,251,0.496,0.1126,0.7682,0.7919,0.6704,Limited direct skill match with JD. 4y experience (below 5-8y target range). highly active profile with recent updates.
CID-0363,252,0.496,0.0968,1.0,0.6588,0.5036,Limited direct skill match with JD. 8y experience matches the 5-8y requirement.
CID-0419,253,0.4955,0.1842,0.7264,0.7025,0.6651,"Limited direct skill match with JD. 12y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0225,254,0.4952,0.1182,1.0,0.5105,0.6386,Limited direct skill match with JD. 7y experience matches the 5-8y requirement.
CID-0330,255,0.4952,0.109,0.778,0.5356,1.0,"Limited direct skill match with JD. 11y experience (exceeds requirement, strong seniority). location match (Pune)."
CID-0251,256,0.495,0.0777,1.0,0.4809,0.7848,Limited direct skill match with JD. 5y experience matches the 5-8y requirement.
CID-0045,257,0.4947,0.2185,0.7722,0.5761,0.6604,"Limited direct skill match with JD. 12y experience (exceeds requirement, strong seniority)."
CID-0183,258,0.4944,0.1098,1.0,0.6235,0.5054,Limited direct skill match with JD. 8y experience matches the 5-8y requirement.
CID-0115,259,0.494,0.1191,0.7358,0.7208,0.7885,"Limited direct skill match with JD. 12y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0054,260,0.4939,0.0841,0.8859,0.7193,0.6326,Limited direct skill match with JD. 5y experience matches the 5-8y requirement. highly active profile with recent updates.
CID-0069,261,0.4933,0.1761,0.8395,0.5346,0.7074,Limited direct skill match with JD. 4y experience (below 5-8y target range). location match (Remote — India).
CID-0007,262,0.4931,0.1427,0.7552,0.7075,0.705,"Limited direct skill match with JD. 10y experience (exceeds requirement, strong seniority). highly active profile with recent updates. location match (Pune)."
CID-0228,263,0.4929,0.1171,1.0,0.6047,0.5009,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0320,264,0.4923,0.187,0.9029,0.605,0.472,"Limited direct skill match with JD. 9y experience (exceeds requirement, strong seniority)."
CID-0182,265,0.492,0.2527,0.556,0.7826,0.636,Limited direct skill match with JD. 2y experience (below 5-8y target range). highly active profile with recent updates.
CID-0047,266,0.4917,0.1563,0.8905,0.5538,0.6384,"Limited direct skill match with JD. 9y experience (exceeds requirement, strong seniority)."
CID-0261,267,0.4917,0.0355,0.8556,0.8474,0.6273,Limited direct skill match with JD. 4y experience (below 5-8y target range). highly active profile with recent updates.
CID-0068,268,0.4915,0.1315,0.5779,0.9589,0.6846,"Limited direct skill match with JD. 15y experience (exceeds requirement, strong seniority). highly active profile with recent updates. location match (Remote — India)."
CID-0232,269,0.4915,0.1212,0.9863,0.4875,0.6596,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0476,270,0.491,0.1997,0.6135,0.8058,0.6441,Limited direct skill match with JD. 2y experience (below 5-8y target range). highly active profile with recent updates.
CID-0150,271,0.4906,0.1285,0.6847,0.8505,0.6531,"Limited direct skill match with JD. 15y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0302,272,0.4903,0.1367,0.8905,0.5284,0.7152,Limited direct skill match with JD. 5y experience matches the 5-8y requirement. location match (Hyderabad).
CID-0033,273,0.4888,0.2548,0.6739,0.5996,0.6565,"Limited direct skill match with JD. 14y experience (exceeds requirement, strong seniority)."
CID-0300,274,0.4887,0.1506,0.7345,0.7395,0.6459,"Limited direct skill match with JD. 9y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0104,275,0.4873,0.1461,0.8674,0.5694,0.6542,Limited direct skill match with JD. 7y experience matches the 5-8y requirement.
CID-0027,276,0.4868,0.1088,1.0,0.4683,0.6638,Limited direct skill match with JD. 7y experience matches the 5-8y requirement.
CID-0250,277,0.4867,0.1745,0.5957,0.8615,0.638,"Limited direct skill match with JD. 14y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0200,278,0.4866,0.0382,0.7238,0.853,0.7982,"Limited direct skill match with JD. 18y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0310,279,0.4865,0.0669,0.889,0.8008,0.5152,Limited direct skill match with JD. 7y experience matches the 5-8y requirement. highly active profile with recent updates.
CID-0364,280,0.4865,0.1241,0.7721,0.7361,0.6442,Limited direct skill match with JD. 4y experience (below 5-8y target range). highly active profile with recent updates.
CID-0216,281,0.4863,0.2128,0.6845,0.6931,0.6094,"Limited direct skill match with JD. 13y experience (exceeds requirement, strong seniority)."
CID-0165,282,0.4862,0.0956,0.7126,0.8587,0.6538,"Limited direct skill match with JD. 15y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0065,283,0.4857,0.1567,0.8862,0.5976,0.5463,"Limited direct skill match with JD. 9y experience (exceeds requirement, strong seniority)."
CID-0369,284,0.4853,0.0698,0.8807,0.8143,0.4957,"Limited direct skill match with JD. 9y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0126,285,0.4852,0.1692,0.5768,0.9797,0.5159,"Limited direct skill match with JD. 20y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0402,286,0.485,0.1106,0.6764,0.8816,0.6355,"Limited direct skill match with JD. 13y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0475,287,0.4847,0.1431,0.7045,0.8908,0.488,"Limited direct skill match with JD. 13y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0394,288,0.4846,0.1269,0.8893,0.657,0.534,Limited direct skill match with JD. 5y experience matches the 5-8y requirement.
CID-0408,289,0.4846,0.1881,1.0,0.3998,0.5294,Limited direct skill match with JD. 5y experience matches the 5-8y requirement.
CID-0344,290,0.4845,0.0954,1.0,0.4883,0.6578,Limited direct skill match with JD. 8y experience matches the 5-8y requirement.
CID-0253,291,0.484,0.1966,0.562,0.7051,0.8255,Limited direct skill match with JD. 1y experience (below 5-8y target range). highly active profile with recent updates. location match (Pune).
CID-0426,292,0.4839,0.07,0.8651,0.655,0.7243,Limited direct skill match with JD. 5y experience matches the 5-8y requirement. location match (Bengaluru).
CID-0107,293,0.4835,0.06,0.8805,0.7108,0.6482,Limited direct skill match with JD. 4y experience (below 5-8y target range). highly active profile with recent updates.
CID-0021,294,0.4834,0.0916,0.7541,0.5572,0.9784,Limited direct skill match with JD. 4y experience (below 5-8y target range). location match (Remote — India).
CID-0487,295,0.4833,0.169,0.5634,1.0,0.4991,Limited direct skill match with JD. 1y experience (below 5-8y target range). highly active profile with recent updates.
CID-0255,296,0.483,0.1256,0.7783,0.6929,0.6642,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0442,297,0.4824,0.0833,0.9056,0.6984,0.5531,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0137,298,0.482,0.1742,0.9078,0.4434,0.6448,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0014,299,0.4819,0.1145,0.9267,0.6636,0.478,"Limited direct skill match with JD. 9y experience (exceeds requirement, strong seniority)."
CID-0260,300,0.4817,0.156,0.8976,0.595,0.5058,Limited direct skill match with JD. 8y experience matches the 5-8y requirement.
CID-0243,301,0.4816,0.0954,0.9833,0.4953,0.6571,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0004,302,0.481,0.1565,0.7622,0.6672,0.6297,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0193,303,0.481,0.1332,0.7372,0.7365,0.6407,"Limited direct skill match with JD. 18y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0051,304,0.4809,0.1635,0.8712,0.621,0.4902,Limited direct skill match with JD. 7y experience matches the 5-8y requirement.
CID-0056,305,0.4804,0.1618,0.6349,0.804,0.6413,"Limited direct skill match with JD. 11y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0085,306,0.4802,0.1431,0.7963,0.7415,0.5042,Limited direct skill match with JD. 3y experience (below 5-8y target range). highly active profile with recent updates.
CID-0499,307,0.4801,0.1041,0.6157,0.798,0.8326,"Limited direct skill match with JD. 13y experience (exceeds requirement, strong seniority). highly active profile with recent updates. location match (Hyderabad)."
CID-0001,308,0.4799,0.0759,0.8765,0.5418,0.814,Limited direct skill match with JD. 5y experience matches the 5-8y requirement.
CID-0309,309,0.4799,0.057,0.8518,0.702,0.6918,Limited direct skill match with JD. 7y experience matches the 5-8y requirement. highly active profile with recent updates. location match (Remote — India).
CID-0484,310,0.4799,0.1622,0.8852,0.575,0.525,"Limited direct skill match with JD. 9y experience (exceeds requirement, strong seniority)."
CID-0036,311,0.4798,0.0396,1.0,0.5522,0.6904,Limited direct skill match with JD. 7y experience matches the 5-8y requirement.
CID-0448,312,0.4791,0.1944,0.7055,0.7487,0.5018,"Limited direct skill match with JD. 14y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0154,313,0.4787,0.2452,0.5689,0.5573,0.8459,Limited direct skill match with JD. 2y experience (below 5-8y target range). location match (Hyderabad).
CID-0381,314,0.4786,0.1155,0.8898,0.5799,0.6266,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0301,315,0.4785,0.1527,0.9876,0.4873,0.4871,Limited direct skill match with JD. 7y experience matches the 5-8y requirement.
CID-0338,316,0.4777,0.1495,0.7039,0.822,0.5166,"Limited direct skill match with JD. 13y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0050,317,0.4775,0.0454,0.758,0.862,0.6498,"Limited direct skill match with JD. 12y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0035,318,0.4774,0.1477,0.5942,0.869,0.6396,Limited direct skill match with JD. 1y experience (below 5-8y target range). highly active profile with recent updates.
CID-0101,319,0.4772,0.0823,0.7049,0.8476,0.6572,"Limited direct skill match with JD. 13y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0347,320,0.4768,0.1496,0.5925,0.8768,0.6229,"Limited direct skill match with JD. 14y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0003,321,0.4766,0.1293,0.7623,0.6666,0.6733,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0191,322,0.476,0.1343,0.852,0.5688,0.6365,Limited direct skill match with JD. 8y experience matches the 5-8y requirement.
CID-0236,323,0.4759,0.1568,0.8595,0.5275,0.6189,"Limited direct skill match with JD. 10y experience (exceeds requirement, strong seniority)."
CID-0105,324,0.4754,0.154,0.7827,0.7206,0.4937,"Limited direct skill match with JD. 9y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0274,325,0.4752,0.1028,0.7523,0.8409,0.5187,"Limited direct skill match with JD. 12y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0262,326,0.4748,0.0255,0.9764,0.7163,0.515,Limited direct skill match with JD. 8y experience matches the 5-8y requirement. highly active profile with recent updates.
CID-0341,327,0.4748,0.1811,0.9032,0.5177,0.4868,Limited direct skill match with JD. 5y experience matches the 5-8y requirement.
CID-0365,328,0.4738,0.0922,0.8759,0.7243,0.487,Limited direct skill match with JD. 6y experience matches the 5-8y requirement. highly active profile with recent updates.
CID-0304,329,0.4729,0.2166,0.6297,0.7968,0.4634,Limited direct skill match with JD. 3y experience (below 5-8y target range). highly active profile with recent updates.
CID-0497,330,0.4724,0.14,0.8899,0.5881,0.5084,Limited direct skill match with JD. 7y experience matches the 5-8y requirement.
CID-0118,331,0.4723,0.0987,0.753,0.5751,0.8637,Limited direct skill match with JD. 4y experience (below 5-8y target range). location match (Hyderabad).
CID-0019,332,0.4722,0.1566,0.5678,0.8628,0.6334,"Limited direct skill match with JD. 17y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0465,333,0.4719,0.141,0.8676,0.5304,0.6165,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0453,334,0.4699,0.0884,0.7457,0.621,0.8258,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0221,335,0.4698,0.1588,0.7154,0.6481,0.6521,"Limited direct skill match with JD. 13y experience (exceeds requirement, strong seniority)."
CID-0215,336,0.4697,0.1191,0.8587,0.5371,0.6664,Limited direct skill match with JD. 8y experience matches the 5-8y requirement.
CID-0213,337,0.4692,0.1451,0.5469,0.7378,0.8461,Limited direct skill match with JD. 2y experience (below 5-8y target range). highly active profile with recent updates. location match (Hyderabad).
CID-0108,338,0.4691,0.1223,0.9657,0.3965,0.6631,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0470,339,0.4689,0.116,0.7533,0.6746,0.6616,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0152,340,0.4687,0.12,0.8532,0.5106,0.702,Limited direct skill match with JD. 6y experience matches the 5-8y requirement. location match (Remote — India).
CID-0053,341,0.4675,0.1507,0.92,0.4847,0.5349,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0009,342,0.4668,0.0617,0.9879,0.5877,0.5175,Limited direct skill match with JD. 8y experience matches the 5-8y requirement.
CID-0275,343,0.4665,0.1546,0.9764,0.438,0.4867,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0315,344,0.4664,0.1315,0.973,0.3501,0.6705,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0132,345,0.4663,0.0276,0.7327,0.9887,0.4958,"Limited direct skill match with JD. 10y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0247,346,0.466,0.0,0.8511,0.7837,0.6431,"Limited direct skill match with JD. 10y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0444,347,0.4655,0.0914,0.7769,0.5846,0.7856,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0396,348,0.4654,0.0564,0.7781,0.4917,1.0,"Limited direct skill match with JD. 11y experience (exceeds requirement, strong seniority). location match (Remote — India)."
CID-0114,349,0.4653,0.1128,0.7025,0.8265,0.5285,"Limited direct skill match with JD. 14y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0031,350,0.4652,0.1409,0.8552,0.4684,0.6758,Limited direct skill match with JD. 8y experience matches the 5-8y requirement. location match (Bengaluru).
CID-0451,351,0.4644,0.0961,0.8745,0.4315,0.8067,Limited direct skill match with JD. 5y experience matches the 5-8y requirement.
CID-0280,352,0.4643,0.2149,0.6651,0.6976,0.4837,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0361,353,0.464,0.1628,0.611,0.5879,0.8568,Limited direct skill match with JD. 1y experience (below 5-8y target range). location match (Pune).
CID-0219,354,0.4637,0.195,0.7671,0.4971,0.6298,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0371,355,0.4631,0.149,0.755,0.5758,0.6642,"Limited direct skill match with JD. 11y experience (exceeds requirement, strong seniority)."
CID-0403,356,0.4627,0.2058,0.5811,0.7035,0.6296,"Limited direct skill match with JD. 14y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0130,357,0.462,0.1955,0.6483,0.6187,0.653,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0073,358,0.4617,0.0803,0.7674,0.7003,0.6508,Limited direct skill match with JD. 3y experience (below 5-8y target range). highly active profile with recent updates.
CID-0121,359,0.4617,0.1378,0.8815,0.386,0.7269,"Limited direct skill match with JD. 9y experience (exceeds requirement, strong seniority). location match (Pune)."
CID-0417,360,0.4617,0.111,1.0,0.4752,0.4814,Limited direct skill match with JD. 7y experience matches the 5-8y requirement.
CID-0192,361,0.4612,0.0308,0.746,0.8154,0.6617,"Limited direct skill match with JD. 11y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0025,362,0.4611,0.1193,0.6994,0.8231,0.4928,"Limited direct skill match with JD. 16y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0061,363,0.4611,0.1203,0.7729,0.5038,0.7933,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0486,364,0.4611,0.0701,1.0,0.5815,0.4449,Limited direct skill match with JD. 5y experience matches the 5-8y requirement.
CID-0119,365,0.4609,0.1599,0.7069,0.598,0.6709,"Limited direct skill match with JD. 13y experience (exceeds requirement, strong seniority)."
CID-0367,366,0.4607,0.137,0.8935,0.5533,0.4789,"Limited direct skill match with JD. 10y experience (exceeds requirement, strong seniority)."
CID-0002,367,0.4599,0.1105,0.7301,0.5326,0.8447,Limited direct skill match with JD. 3y experience (below 5-8y target range). location match (Hyderabad).
CID-0026,368,0.4597,0.1484,0.7023,0.7657,0.4774,"Limited direct skill match with JD. 13y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0406,369,0.4597,0.0,1.0,0.6853,0.4846,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0410,370,0.4596,0.1659,0.7787,0.6026,0.5203,"Limited direct skill match with JD. 9y experience (exceeds requirement, strong seniority)."
CID-0373,371,0.4592,0.1091,0.7647,0.6448,0.6364,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0471,372,0.459,0.1674,0.6532,0.5207,0.8309,Limited direct skill match with JD. 3y experience (below 5-8y target range). location match (Remote — India).
CID-0106,373,0.4583,0.0824,0.7144,0.7246,0.679,"Limited direct skill match with JD. 15y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0111,374,0.4583,0.1098,0.8284,0.4196,0.8224,Limited direct skill match with JD. 5y experience matches the 5-8y requirement. location match (Hyderabad).
CID-0349,375,0.4581,0.1155,0.7073,0.6668,0.6783,"Limited direct skill match with JD. 13y experience (exceeds requirement, strong seniority). location match (Pune)."
CID-0429,376,0.457,0.0419,0.915,0.6657,0.522,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0441,377,0.457,0.0324,0.6759,0.8939,0.6417,"Limited direct skill match with JD. 18y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0270,378,0.4565,0.2267,0.5522,0.6615,0.6363,"Limited direct skill match with JD. 16y experience (exceeds requirement, strong seniority)."
CID-0094,379,0.4564,0.0362,0.9702,0.505,0.6557,Limited direct skill match with JD. 6y experience matches the 5-8y requirement.
CID-0125,380,0.4559,0.1221,0.8868,0.4378,0.6521,Limited direct skill match with JD. 4y experience (below 5-8y target range).
CID-0230,381,0.4554,0.192,0.7389,0.616,0.4713,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0291,382,0.4553,0.1587,0.707,0.716,0.4792,"Limited direct skill match with JD. 18y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0307,383,0.4531,0.2413,0.5569,0.7369,0.4662,Limited direct skill match with JD. 1y experience (below 5-8y target range). highly active profile with recent updates.
CID-0055,384,0.453,0.2097,0.6291,0.5614,0.6639,Limited direct skill match with JD. 3y experience (below 5-8y target range).
CID-0380,385,0.4527,0.0227,0.989,0.3688,0.8173,Limited direct skill match with JD. 7y experience matches the 5-8y requirement.
CID-0278,386,0.4525,0.0951,0.629,0.9158,0.4935,"Limited direct skill match with JD. 11y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0333,387,0.4524,0.1654,0.55,0.7644,0.6388,"Limited direct skill match with JD. 17y experience (exceeds requirement, strong seniority). highly active profile with recent updates."
CID-0080,388,0.4515,0.2155,0.4755,0.716,0.6881,Limited direct skill match with JD. 2y experience (below 5-8y target range). highly active profile with recent updates.
